draw_no,date,numbers,bonus,num1,num2,num3,num4,num5,num6,total_sales,first_prize_amount,first_prize_winners,first_accum_amount
245,2007-08-11,"[9, 11, 27, 31, 32, 38]",22,9,11,27,31,32,38,41854623000,1382583129,7,0
246,2007-08-18,"[13, 18, 21, 23, 26, 39]",15,13,18,21,23,26,39,41453154000,1911774240,5,0
247,2007-08-25,"[12, 15, 28, 36, 39, 40]",13,12,15,28,36,39,40,42231698000,1669313900,6,0
248,2007-09-01,"[3, 8, 17, 23, 38, 45]",13,3,8,17,23,38,45,42348403000,1227479363,8,0
249,2007-09-08,"[3, 8, 27, 31, 41, 44]",11,3,8,27,31,41,44,42539134000,1663568700,6,0
250,2007-09-15,"[19, 23, 30, 37, 43, 45]",38,19,23,30,37,43,45,42122808000,1994726280,5,0
251,2007-09-22,"[6, 7, 19, 25, 28, 38]",45,6,7,19,25,28,38,44493014000,1282616400,8,0
252,2007-09-29,"[14, 23, 26, 31, 39, 45]",28,14,23,26,31,39,45,41207920000,1391089715,7,0
253,2007-10-06,"[8, 19, 25, 31, 34, 36]",33,8,19,25,31,34,36,42309347000,2466189525,4,0
254,2007-10-13,"[1, 5, 19, 20, 24, 30]",27,1,5,19,20,24,30,42259113000,9741015900,1,0
255,2007-10-20,"[1, 5, 6, 24, 27, 42]",32,1,5,6,24,27,42,41425341000,1598618550,6,0
256,2007-10-27,"[4, 11, 14, 21, 23, 43]",32,4,11,14,21,23,43,41996580000,4891017000,2,0
257,2007-11-03,"[6, 13, 27, 31, 32, 37]",4,6,13,27,31,32,37,41433637000,2391377025,4,0
258,2007-11-10,"[14, 27, 30, 31, 38, 40]",17,14,27,30,31,38,40,41364428000,2426434350,4,0
259,2007-11-17,"[4, 5, 14, 35, 42, 45]",34,4,5,14,35,42,45,40905570000,4838533500,2,0
260,2007-11-24,"[7, 12, 15, 24, 37, 40]",43,7,12,15,24,37,40,40140211000,2310085575,4,0
261,2007-12-01,"[6, 11, 16, 18, 31, 43]",2,6,11,16,18,31,43,41215041000,3192299100,3,0
262,2007-12-08,"[9, 12, 24, 25, 29, 31]",36,9,12,24,25,29,31,39232234000,4518741600,2,0
263,2007-12-15,"[1, 27, 28, 32, 37, 40]",18,1,27,28,32,37,40,39677128000,1551704900,6,0
264,2007-12-22,"[9, 16, 27, 36, 41, 44]",5,9,16,27,36,41,44,39783178000,1344889200,7,0
265,2007-12-29,"[5, 9, 34, 37, 38, 39]",12,5,9,34,37,38,39,40913922000,1200838575,8,0
266,2008-01-05,"[3, 4, 9, 11, 22, 42]",37,3,4,9,11,22,42,41937067000,3207211700,3,0
267,2008-01-12,"[7, 8, 24, 34, 36, 41]",1,7,8,24,34,36,41,41835853000,3257663300,3,0
268,2008-01-19,"[3, 10, 19, 24, 32, 45]",12,3,10,19,24,32,45,41213802000,1350954515,7,0
269,2008-01-26,"[5, 18, 20, 36, 42, 43]",32,5,18,20,36,42,43,41357619000,1961399940,5,0
270,2008-02-02,"[5, 9, 12, 20, 21, 26]",27,5,9,12,20,21,26,41845351000,1927830060,5,0
271,2008-02-09,"[3, 8, 9, 27, 29, 40]",36,3,8,9,27,29,40,40879633000,1565918150,6,0
272,2008-02-16,"[7, 9, 12, 27, 39, 43]",28,7,9,12,27,39,43,43310674000,1104622800,9,0
273,2008-02-23,"[1, 8, 24, 31, 34, 44]",6,1,8,24,31,34,44,42816211000,3339543100,3,0
274,2008-03-01,"[13, 14, 15, 26, 35, 39]",25,13,14,15,26,35,39,42631711000,2505085575,4,0
275,2008-03-08,"[14, 19, 20, 35, 38, 40]",26,14,19,20,35,38,40,42329813000,10044066900,1,0
276,2008-03-15,"[4, 15, 21, 33, 39, 41]",25,4,15,21,33,39,41,42567610000,3312569000,3,0
277,2008-03-22,"[10, 12, 13, 15, 25, 29]",20,10,12,13,15,25,29,41868708000,3272627800,3,0
278,2008-03-29,"[3, 11, 37, 39, 41, 43]",13,3,11,37,39,41,43,41088180000,3186530000,3,0
279,2008-04-05,"[7, 16, 31, 36, 37, 38]",11,7,16,31,36,37,38,41130542000,1914205320,5,0
280,2008-04-12,"[10, 11, 23, 24, 36, 37]",35,10,11,23,24,36,37,40673999000,1355258529,7,0
281,2008-04-19,"[1, 3, 4, 6, 14, 41]",12,1,3,4,6,14,41,40800514000,1554683200,6,0
282,2008-04-26,"[2, 5, 10, 18, 31, 32]",30,2,5,10,18,31,32,41051175000,1322052643,7,0
283,2008-05-03,"[6, 8, 18, 31, 38, 45]",42,6,8,18,31,38,45,40133316000,3137224600,3,0
284,2008-05-10,"[2, 7, 15, 24, 30, 45]",28,2,7,15,24,30,45,39773403000,3117640300,3,0
285,2008-05-17,"[13, 33, 37, 40, 41, 45]",2,13,33,37,40,41,45,40364871000,3164370100,3,0
286,2008-05-24,"[1, 15, 19, 40, 42, 44]",17,1,15,19,40,42,44,40944483000,3236566300,3,0
287,2008-05-31,"[6, 12, 24, 27, 35, 37]",41,6,12,24,27,35,37,40623489000,1328657100,7,0
288,2008-06-07,"[1, 12, 17, 28, 35, 41]",10,1,12,17,28,35,41,39970134000,2357261550,4,0
289,2008-06-14,"[3, 14, 33, 37, 38, 42]",10,3,14,33,37,38,42,39406643000,0,0,9181683900
290,2008-06-21,"[8, 13, 18, 32, 39, 45]",7,8,13,18,32,39,45,80362302000,2149214424,13,0
291,2008-06-28,"[3, 7, 8, 18, 20, 42]",45,3,7,8,18,20,42,44143418000,1450585200,7,0
292,2008-07-05,"[17, 18, 31, 32, 33, 34]",10,17,18,31,32,33,34,43394631000,720373950,14,0
293,2008-07-12,"[1, 9, 17, 21, 29, 33]",24,1,9,17,21,29,33,42399708000,1656764400,6,0
294,2008-07-19,"[6, 10, 17, 30, 37, 38]",40,6,10,17,30,37,38,41563813000,2406504975,4,9626019900
295,2008-07-26,"[1, 4, 12, 16, 18, 38]",8,1,4,12,16,18,38,42248135000,0,0,9823300500
296,2008-08-02,"[3, 8, 15, 27, 30, 45]",44,3,8,15,27,30,45,63377899000,3066088275,8,24528706200
297,2008-08-09,"[6, 11, 19, 20, 28, 32]",34,6,11,19,20,28,32,43641475000,5056668750,2,10113337500
298,2008-08-16,"[5, 9, 27, 29, 37, 40]",19,5,9,27,29,37,40,43151675000,9909778500,1,9909778500
299,2008-08-23,"[1, 3, 20, 25, 36, 45]",24,1,3,20,25,36,45,44463909000,1483772529,7,10386407700
300,2008-08-30,"[7, 9, 10, 12, 26, 38]",39,7,9,10,12,26,38,44465047000,836092425,12,10033109100
301,2008-09-06,"[7, 11, 13, 33, 37, 43]",26,7,11,13,33,37,43,44377177000,1447385015,7,10131695100
302,2008-09-13,"[13, 19, 20, 32, 38, 42]",4,13,19,20,32,38,42,46382605000,5472167250,2,10944334500
303,2008-09-20,"[2, 14, 17, 30, 38, 45]",43,2,14,17,30,38,45,42841760000,1672749000,6,10036494000
304,2008-09-27,"[4, 10, 16, 26, 33, 41]",38,4,10,16,26,33,41,43158653000,1661646150,6,9969876900
305,2008-10-04,"[7, 8, 18, 21, 23, 39]",9,7,8,18,21,23,39,43960659000,2008210140,5,10041050700
306,2008-10-11,"[4, 18, 23, 30, 34, 41]",19,4,18,23,30,34,41,44421462000,2102669520,5,10513347600
307,2008-10-18,"[5, 15, 21, 23, 25, 45]",12,5,15,21,23,25,45,43880990000,2587643250,4,10350573000
308,2008-10-25,"[14, 15, 17, 19, 37, 45]",40,14,15,17,19,37,45,43339416000,10232872800,1,10232872800
309,2008-11-01,"[1, 2, 5, 11, 18, 36]",22,1,2,5,11,18,36,44157528000,901622946,11,9917852400
310,2008-11-08,"[1, 5, 19, 28, 34, 41]",16,1,5,19,28,34,41,43718082000,1296713325,8,10373706600
311,2008-11-15,"[4, 12, 24, 27, 28, 32]",10,4,12,24,27,28,32,43209215000,1237691063,8,9901528500
312,2008-11-22,"[2, 3, 5, 6, 12, 20]",25,2,3,5,6,12,20,42255391000,629017820,15,9435267300
313,2008-11-29,"[9, 17, 34, 35, 43, 45]",2,9,17,34,35,43,45,43672096000,1715422800,6,10292536800
314,2008-12-06,"[15, 17, 19, 34, 38, 41]",2,15,17,19,34,38,41,42328094000,1660512200,6,9963073200
315,2008-12-13,"[1, 13, 33, 35, 43, 45]",23,1,13,33,35,43,45,44339180000,1308728625,8,10469829000
316,2008-12-20,"[10, 11, 21, 27, 31, 39]",43,10,11,21,27,31,39,44073768000,1673586400,6,10041518400
317,2008-12-27,"[3, 10, 11, 22, 36, 39]",8,3,10,11,22,36,39,44135114000,2576258550,4,10305034200
318,2009-01-03,"[2, 17, 19, 20, 34, 45]",21,2,17,19,20,34,45,46663728000,1207436600,9,10866929400
319,2009-01-10,"[5, 8, 22, 28, 33, 42]",37,5,8,22,28,33,42,45435183000,2135659380,5,10678296900
320,2009-01-17,"[16, 19, 23, 25, 41, 45]",3,16,19,23,25,41,45,46659886000,5513067900,2,11026135800
321,2009-01-24,"[12, 18, 20, 21, 25, 34]",42,12,18,20,21,25,34,50617982000,1959136100,6,11754816600
322,2009-01-31,"[9, 18, 29, 32, 38, 43]",20,9,18,29,32,38,43,48948294000,1904544700,6,11427268200
323,2009-02-07,"[10, 14, 15, 32, 36, 42]",3,10,14,15,32,36,42,49209477000,1461025388,8,11688203100
324,2009-02-14,"[2, 4, 21, 25, 33, 36]",17,2,4,21,25,33,36,47988317000,1865130350,6,11190782100
325,2009-02-21,"[7, 17, 20, 32, 44, 45]",33,7,17,20,32,44,45,46636979000,1806122450,6,10836734700
326,2009-02-28,"[16, 23, 25, 33, 36, 39]",40,16,23,25,33,36,39,47224551000,1832134550,6,10992807300
327,2009-03-07,"[6, 12, 13, 17, 32, 44]",24,6,12,13,17,32,44,45791560000,882674750,12,10592097000
328,2009-03-14,"[1, 6, 9, 16, 17, 28]",24,1,6,9,16,17,28,47316988000,1819795900,6,10918775400
329,2009-03-21,"[9, 17, 19, 30, 35, 42]",4,9,17,19,30,35,42,47198504000,1830391200,6,10982347200
330,2009-03-28,"[3, 4, 16, 17, 19, 20]",23,3,4,16,17,19,20,45859496000,1162280200,9,10460521800
331,2009-04-04,"[4, 9, 14, 26, 31, 44]",39,4,9,14,26,31,44,46641467000,2165902620,5,10829513100
332,2009-04-11,"[16, 17, 34, 36, 42, 45]",3,16,17,34,36,42,45,46042557000,1359448388,8,10875587100
333,2009-04-18,"[5, 14, 27, 30, 39, 43]",35,5,14,27,30,39,43,46019070000,1550987143,7,10856910000
334,2009-04-25,"[13, 15, 21, 29, 39, 43]",33,13,15,21,29,39,43,44439656000,1523002972,7,10661020800
